country,year,gender,age,suicides_no,population,suicides/100k pop,gdp_for_year,gdp_per_capita,hdi_for_year,total_suicides_year,total_population_year,suicides_to_population_ratio,suicides_to_population_ratio_discretize,gdp_category,gender_encoded,suicides_no_zscore,population_zscore,suicides_to_population_ratio_zscore,gdp_for_year_zscore,gdp_per_capita_zscore,hdi_for_year_zscore,total_suicides_year_category
Brazil,2013,male,15-24 years,1317,17627508,7.47,2472806919902,13191,0.752,10513,187458852,7.471277278671495e-05,Very High,Medium,1,0.4964984763553632,0.2826914957638845,0.2561572475868879,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,35-54 years,897,27475364,3.26,2472806919902,13191,0.752,10513,187458852,3.264742916599758e-05,Medium,Medium,0,0.0235534147732368,1.6705242854812807,-0.5404465428451354,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,55-74 years,433,14022927,3.09,2472806919902,13191,0.752,10513,187458852,3.08780042854106e-05,Medium,Medium,0,-0.4989382723079695,-0.2252927502478688,-0.5739546624856016,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,75+ years,88,3462431,2.54,2472806919902,13191,0.752,10513,187458852,2.541566893318596e-05,Medium,Medium,0,-0.8874288586075734,-1.7135560457793433,-0.6773965144154632,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,25-34 years,393,17492228,2.25,2472806919902,13191,0.752,10513,187458852,2.246712082646076e-05,Medium,Medium,0,-0.5439806591253149,0.2636268364316431,-0.7332340375619911,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,15-24 years,362,17123318,2.11,2472806919902,13191,0.752,10513,187458852,2.1140762555481363e-05,Medium,Medium,0,-0.5788885089087575,0.2116373074971578,-0.7583516744380793,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,male,5-14 years,72,16555477,0.43,2472806919902,13191,0.752,10513,187458852,4.349013924515736e-06,Very Low,Medium,1,-0.9054458133345116,0.1316129489823789,-1.0763419594579082,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2013,female,5-14 years,50,15923724,0.31,2472806919902,13191,0.752,10513,187458852,3.1399690172977123e-06,Very Low,Medium,0,-0.9302191260840514,0.0425816381668741,-1.0992379986434306,1.952147260327672,1.915353902504712,1.5034434437377453,>=3000
Brazil,2014,male,75+ years,390,2349303,16.6,2455993625159,12975,0.755,10631,189285554,0.0001660066836844,Extreme,Medium,1,-0.5592401510094492,-1.8752466093731417,1.9924386988599905,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,male,55-74 years,1534,12492114,12.28,2455993625159,12975,0.755,10631,189285554,0.0001227974704681,Extreme,Medium,1,0.7308369441103155,-0.4584130871594026,1.1730151489342375,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,male,35-54 years,3050,26475231,11.52,2455993625159,12975,0.755,10631,189285554,0.0001152020165565,Extreme,Medium,1,2.440414633097696,1.4948668182471767,1.0289742524618883,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,male,25-34 years,1982,17601477,11.26,2455993625159,12975,0.755,10631,189285554,0.0001126041865691,Extreme,Medium,1,1.236041960380993,0.2553058981947124,0.9797087622590752,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,male,15-24 years,1358,17606681,7.71,2455993625159,12975,0.755,10631,189285554,7.71298122570631e-05,Very High,Medium,1,0.5323635448611209,0.2560328368756757,0.3069694188081614,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,35-54 years,871,27971096,3.11,2455993625159,12975,0.755,10631,189285554,3.113928749878089e-05,Medium,Medium,0,-0.0168213723795481,1.7038218778165857,-0.5651991826363909,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,55-74 years,389,14550395,2.67,2455993625159,12975,0.755,10631,189285554,2.673466940244577e-05,Medium,Medium,0,-0.5603678407779106,-0.1708950096821019,-0.648728771071586,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,25-34 years,457,17539955,2.61,2455993625159,12975,0.755,10631,189285554,2.605479888631413e-05,Medium,Medium,0,-0.4836849365225399,0.2467119855255684,-0.661621898956828,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,75+ years,83,3634999,2.28,2455993625159,12975,0.755,10631,189285554,2.2833568867556773e-05,Medium,Medium,0,-0.9054409099270784,-1.6956497311333605,-0.7227096055041395,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,15-24 years,371,17094729,2.17,2455993625159,12975,0.755,10631,189285554,2.1702596162828905e-05,Medium,Medium,0,-0.5806662566102146,0.1845190567841046,-0.7441574773720688,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,male,5-14 years,84,16299015,0.52,2455993625159,12975,0.755,10631,189285554,5.153685667508128e-06,Very Low,Medium,1,-0.9043132201586171,0.0733670034435876,-1.0579925596633566,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2014,female,5-14 years,62,15670559,0.4,2455993625159,12975,0.755,10631,189285554,3.956463837697174e-06,Very Low,Medium,0,-0.9291223950647663,-0.0144210395394037,-1.0806967861189822,1.9295152184303817,1.8570800095489377,1.554472728506946,>=3000
Brazil,2015,male,75+ years,470,2448560,19.19,1802214373741,9431,0.755,11163,191087085,0.0001919495540235,Extreme,Medium,1,-0.5000712385383854,-1.8639454032657388,2.2083559195608387,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,male,55-74 years,1693,12987357,13.04,1802214373741,9431,0.755,11163,191087085,0.0001303575469589,Extreme,Medium,1,0.8287438070508495,-0.4061931237325975,1.1408410168842331,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,male,35-54 years,3238,26989063,12.0,1802214373741,9431,0.755,11163,191087085,0.0001199745244953,Extreme,Medium,1,2.5074185784616163,1.5305572320103644,0.960882094566706,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,male,25-34 years,1897,17625976,10.76,1802214373741,9431,0.755,11163,191087085,0.0001076252458303,Extreme,Medium,1,1.0503940681303294,0.2354320466863544,0.7468439483772681,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,male,15-24 years,1389,17569045,7.91,1802214373741,9431,0.755,11163,191087085,7.905950494178824e-05,Very High,Medium,1,0.4984414572069186,0.2275572109697065,0.251741490155682,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,35-54 years,910,28461855,3.2,1802214373741,9431,0.755,11163,191087085,3.197261738562016e-05,Medium,Medium,0,-0.0220020479748013,1.734277437957796,-0.5643701545605911,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,55-74 years,479,15122216,3.17,1802214373741,9431,0.755,11163,191087085,3.1675251828171215e-05,Medium,Medium,0,-0.4902925505495848,-0.1108941846096746,-0.5695241051988051,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,25-34 years,466,17546090,2.66,1802214373741,9431,0.755,11163,191087085,2.655862360218145e-05,Medium,Medium,0,-0.5044173220889634,0.2243820190026648,-0.6582056913820742,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,75+ years,89,3802086,2.34,1802214373741,9431,0.755,11163,191087085,2.3408202760274228e-05,Medium,Medium,0,-0.9140356967309434,-1.6767223633013697,-0.7128088997969512,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,15-24 years,397,17047218,2.33,1802214373741,9431,0.755,11163,191087085,2.328825735671357e-05,Medium,Medium,0,-0.5793872633364345,0.1553768189598841,-0.7148877978863455,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,male,5-14 years,79,16057040,0.49,1802214373741,9431,0.755,11163,191087085,4.919960341382969e-06,Very Low,Medium,1,-0.9249009056073886,0.0184129665729782,-1.0332477886573814,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Brazil,2015,female,5-14 years,56,15430579,0.36,1802214373741,9431,0.755,11163,191087085,3.629157402324306e-06,Very Low,Medium,0,-0.9498908860232124,-0.0682406572503681,-1.055620032062579,1.0494759616492917,0.9009565066079028,1.554472728506946,>=3000
Bulgaria,1985,female,75+ years,94,222700,42.21,17155421053,2044,0.686,1456,8392500,0.0004220925011225,Extreme,Low,0,-0.2607626281615446,-1.5081146782550787,0.4916905058411461,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,male,55-74 years,345,881600,39.13,17155421053,2044,0.686,1456,8392500,0.000391333938294,Extreme,Low,1,2.133801506053616,0.5765273975875214,0.4024616331201546,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,male,35-54 years,278,1217500,22.83,17155421053,2044,0.686,1456,8392500,0.0002283367556468,Extreme,Low,1,1.4946150638527564,1.6392550850598682,-0.0703840893994652,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,female,55-74 years,168,952200,17.64,17155421053,2044,0.686,1456,8392500,0.0001764335223692,Extreme,Low,0,0.4452044871050764,0.7998932050764993,-0.2209524700405692,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,male,25-34 years,105,624800,16.81,17155421053,2044,0.686,1456,8392500,0.0001680537772087,Extreme,Low,1,-0.1558215704867766,-0.2359419984913673,-0.2452616426937137,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,male,15-24 years,77,603600,12.76,17155421053,2044,0.686,1456,8392500,0.0001275679257786,Extreme,Low,1,-0.4229442627498225,-0.3030150171707771,-0.3627088363223483,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,female,35-54 years,91,1228400,7.41,17155421053,2044,0.686,1456,8392500,7.408010420058613e-05,Very High,Low,0,-0.2893829166182995,1.6737407408903195,-0.5178740191144876,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,female,25-34 years,36,619200,5.81,17155421053,2044,0.686,1456,8392500,5.813953488372093e-05,High,Low,0,-0.8140882049921395,-0.2536593996519661,-0.5641167203292786,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,female,15-24 years,31,575700,5.38,17155421053,2044,0.686,1456,8392500,5.384749001215911e-05,High,Low,0,-0.8617886857533977,-0.3912856408101891,-0.5765677027660302,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,male,5-14 years,11,667800,1.65,17155421053,2044,0.686,1456,8392500,1.6471997604073075e-05,Low,Low,1,-1.0525906087984305,-0.0998976681510549,-0.6849919186034296,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1985,female,5-14 years,2,632800,0.32,17155421053,2044,0.686,1456,8392500,3.1605562579013908e-06,Very Low,Low,0,-1.138451474168695,-0.2106314254047975,-0.7236076664273151,-0.5917392958569067,-0.6428494945513882,-1.0109274938446884,1001-3000
Bulgaria,1986,male,75+ years,172,165700,103.8,20249294118,2413,0.686,1408,8391500,0.0010380205190102,Extreme,Low,1,0.5470482138960271,-1.688399729928746,2.931651568920128,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,75+ years,96,223100,43.03,20249294118,2413,0.686,1408,8391500,0.0004303003137606,Extreme,Low,0,-0.2134822298130837,-1.5067736841111077,0.7279043184059197,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,male,55-74 years,314,881400,35.63,20249294118,2413,0.686,1408,8391500,0.0003562514181983,Extreme,Low,1,1.968039306089366,0.5762302525047694,0.4593842846972992,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,male,35-54 years,290,1217600,23.82,20249294118,2413,0.686,1408,8391500,0.0002381734559789,Extreme,Low,1,1.7278717975496467,1.640039949436651,0.0312037135404632,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,male,25-34 years,123,624900,19.68,20249294118,2413,0.686,1408,8391500,0.0001968314930388,Extreme,Low,1,0.0567062172941004,-0.2353913633876389,-0.1187127058464592,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,55-74 years,184,951900,19.33,20249294118,2413,0.686,1408,8391500,0.0001932976152957,Extreme,Low,0,0.6671319681658867,0.7993075387442033,-0.131527440806294,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,male,15-24 years,64,603700,10.6,20249294118,2413,0.686,1408,8391500,0.0001060129203246,Extreme,Low,1,-0.5337055745327093,-0.3024727601007737,-0.4480438325486592,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,35-54 years,92,1228100,7.49,20249294118,2413,0.686,1408,8391500,7.491246641153001e-05,Very High,Low,0,-0.2535101479030369,1.6732642261106097,-0.5608219485445268,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,15-24 years,38,575900,6.6,20249294118,2413,0.686,1408,8391500,6.59836777218267e-05,Very High,Low,0,-0.7938870421174051,-0.3904379878661107,-0.5931999958027622,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,25-34 years,20,618800,3.23,20249294118,2413,0.686,1408,8391500,3.2320620555914674e-05,Medium,Low,0,-0.9740126735221946,-0.2546930860267956,-0.7152707596714941,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,male,5-14 years,12,667500,1.8,20249294118,2413,0.686,1408,8391500,1.797752808988764e-05,Low,Low,1,-1.054068509702101,-0.1005957265961512,-0.7672824425361373,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1986,female,5-14 years,3,632900,0.47,20249294118,2413,0.686,1408,8391500,4.740085321535788e-06,Very Low,Low,0,-1.1441313254044956,-0.2100776287789088,-0.8152847598074764,-0.4084642975906618,-0.494261101577804,-1.0109274938446884,1001-3000
Bulgaria,1987,female,75+ years,101,238800,42.29,28101000000,3355,0.686,1492,8375400,0.0004229480737018,Extreme,Low,0,-0.2197295940533557,-1.5273569704635532,0.4788359987848083,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,male,55-74 years,346,849500,40.73,28101000000,3355,0.686,1492,8375400,0.0004072984108298,Extreme,Low,1,2.08743114350688,0.5041292581373222,0.4336790758088015,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,male,35-54 years,283,1181700,23.95,28101000000,3355,0.686,1492,8375400,0.0002394854870102,Extreme,Low,1,1.4941612395628194,1.60918857554556,-0.0505431938516128,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,female,55-74 years,177,946200,18.71,28101000000,3355,0.686,1492,8375400,0.0001870640456563,Extreme,Low,0,0.4959610837204316,0.825800648845861,-0.2018046624768978,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,male,25-34 years,110,634200,17.34,28101000000,3355,0.686,1492,8375400,0.0001734468621885,Extreme,Low,1,-0.1349767506327756,-0.2120636107308102,-0.2410968894107942,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,male,15-24 years,81,619800,13.07,28101000000,3355,0.686,1492,8375400,0.0001306873184898,Extreme,Low,1,-0.4080692460990892,-0.2599650380958874,-0.3644790630131464,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,female,35-54 years,81,1197400,6.76,28101000000,3355,0.686,1492,8375400,6.764656756305329e-05,Very High,Low,0,-0.4080692460990892,1.66141443732554,-0.546382427784155,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,female,15-24 years,35,595300,5.88,28101000000,3355,0.686,1492,8375400,5.879388543591466e-05,High,Low,0,-0.8412504458042763,-0.3414639943767478,-0.5719267406690997,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,female,25-34 years,28,625200,4.48,28101000000,3355,0.686,1492,8375400,4.478566858605246e-05,High,Low,0,-0.907169324020283,-0.2420020028339834,-0.6123472899482924,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,male,5-14 years,15,674100,2.23,28101000000,3355,0.686,1492,8375400,2.225189141076992e-05,Medium,Low,1,-1.02959009785001,-0.079336739073409,-0.6773682459002137,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1987,female,5-14 years,7,640300,1.09,28101000000,3355,0.686,1492,8375400,1.0932375449008278e-05,Low,Low,0,-1.1049259586683031,-0.1917720338608817,-0.7100305795614388,0.0566554250604724,-0.114937886994833,-1.0109274938446884,1001-3000
Bulgaria,1988,female,75+ years,102,241000,42.32,22555941176,2688,0.686,1452,8389800,0.0004232365145228,Extreme,Low,0,-0.1859055901123653,-1.5176441171144168,0.5771110210655769,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,male,55-74 years,345,860200,40.11,22555941176,2688,0.686,1452,8389800,0.0004010695187165,Extreme,Low,1,2.19172906237736,0.5334859436020448,0.5058406702777476,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,male,35-54 years,278,1180000,23.56,22555941176,2688,0.686,1452,8389800,0.0002355932203389,Extreme,Low,1,1.5361672446127037,1.5928389691464966,-0.0261914524103104,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,female,55-74 years,165,962400,17.14,22555941176,2688,0.686,1452,8389800,0.0001714463840399,Extreme,Low,0,0.4305182086812672,0.8720284051737864,-0.2324335415462622,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,male,25-34 years,99,629400,15.73,22555941176,2688,0.686,1452,8389800,0.0001572926596758,Extreme,Low,1,-0.2152591043406336,-0.2310502611998921,-0.2779399741363276,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,male,15-24 years,78,624000,12.5,22555941176,2688,0.686,1452,8389800,0.000125,Extreme,Low,1,-0.4207337039385111,-0.2489380233573031,-0.3817659144250949,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,female,35-54 years,79,1197300,6.6,22555941176,2688,0.686,1452,8389800,6.598179236615719e-05,Very High,Low,0,-0.410949199195755,1.6501460590211652,-0.5715186620544097,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,female,25-34 years,39,620000,6.29,22555941176,2688,0.686,1452,8389800,6.290322580645161e-05,Very High,Low,0,-0.8023293889059979,-0.2621882175479779,-0.5814167339695738,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,female,15-24 years,37,598100,6.19,22555941176,2688,0.686,1452,8389800,6.186256478849691e-05,Very High,Low,0,-0.8218983983915101,-0.3347330307419225,-0.5847626215426555,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,male,5-14 years,21,669200,3.14,22555941176,2688,0.686,1452,8389800,3.138075313807532e-05,Medium,Low,1,-0.9784504742756072,-0.0992108290026776,-0.6827664028379389,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1988,female,5-14 years,5,635500,0.79,22555941176,2688,0.686,1452,8389800,7.867820613690008e-06,Very Low,Low,0,-1.1350025501597043,-0.210843715059113,-0.7583641502145697,-0.271823030585162,-0.3835244943481681,-1.0109274938446884,1001-3000
Bulgaria,1989,male,55-74 years,345,869600,39.67,21988444444,2617,0.686,1460,8403200,0.0003967341306347,Extreme,Low,1,2.111207685907099,0.5597028908157424,0.4767782890343717,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,75+ years,95,244200,38.9,21988444444,2617,0.686,1460,8403200,0.0003890253890253,Extreme,Low,0,-0.2520844998098029,-1.5074517622324777,0.452794139246419,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,male,35-54 years,289,1177800,24.54,21988444444,2617,0.686,1460,8403200,0.0002453727288164,Extreme,Low,1,1.5818302363065129,1.5784062231941585,0.00584869802332,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,55-74 years,171,977600,17.49,21988444444,2617,0.686,1460,8403200,0.0001749181669394,Extreme,Low,0,0.4663563246481353,0.916678750312397,-0.213356050419932,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,male,25-34 years,107,623900,17.15,21988444444,2617,0.686,1460,8403200,0.0001715018432441,Extreme,Low,1,-0.1386464748953916,-0.2524171895391466,-0.2239852326372077,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,male,15-24 years,69,633700,10.89,21988444444,2617,0.686,1460,8403200,0.0001088843301246,Extreme,Low,1,-0.4978668871243607,-0.2200249356218576,-0.4188066302276869,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,35-54 years,83,1196400,6.94,21988444444,2617,0.686,1460,8403200,6.937479103978602e-05,Very High,Low,0,-0.3655225247242142,1.63988539899636,-0.5417323620108941,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,15-24 years,39,606700,6.43,21988444444,2617,0.686,1460,8403200,6.428218229767596e-05,Very High,Low,0,-0.7814619494103889,-0.3092689004960212,-0.5575769572861161,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,25-34 years,28,614200,4.56,21988444444,2617,0.686,1460,8403200,4.558775643112993e-05,High,Low,0,-0.8854468055819327,-0.284478910253198,-0.6157407838743986,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,male,5-14 years,18,659300,2.73,21988444444,2617,0.686,1460,8403200,2.730168360382224e-05,Medium,Low,1,-0.9799784930106088,-0.135408435593021,-0.6726341047231301,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1989,female,5-14 years,3,625800,0.48,21988444444,2617,0.686,1460,8403200,4.793863854266539e-06,Very Low,Low,0,-1.1217760241536228,-0.2461370586776314,-0.7426625150171422,-0.3054404287098649,-0.4121146729420014,-1.0109274938446884,1001-3000
Bulgaria,1990,male,75+ years,174,179200,97.1,20632090909,2451,0.695,1323,8418500,0.0009709821428571,Extreme,Low,1,0.7224124562725871,-1.730262099713915,2.957257785117405,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,75+ years,98,252100,38.87,20632090909,2451,0.695,1323,8418500,0.0003887346291154,Extreme,Low,0,-0.1388165112053206,-1.488780105994968,0.6835376406173166,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,male,55-74 years,294,873400,33.66,20632090909,2451,0.695,1323,8418500,0.0003366155255324,Extreme,Low,1,2.08224766807981,0.5692824824492284,0.4800086380314415,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,male,35-54 years,242,1177100,20.56,20632090909,2451,0.695,1323,8418500,0.000205590009345,Extreme,Low,1,1.4929857429633466,1.57529183076808,-0.031655814916273,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,male,25-34 years,106,617000,17.18,20632090909,2451,0.695,1323,8418500,0.0001717990275526,Extreme,Low,1,-0.0481608304181724,-0.2800451333194694,-0.1636121293538816,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,55-74 years,161,986100,16.33,20632090909,2451,0.695,1323,8418500,0.0001632694452895,Extreme,Low,0,0.5750969749934712,0.9426023822040344,-0.1969207868544523,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,male,15-24 years,90,646500,13.92,20632090909,2451,0.695,1323,8418500,0.0001392111368909,Extreme,Low,1,-0.2294721919924688,-0.1823260823632425,-0.2908702828290451,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,35-54 years,86,1197400,7.18,20632090909,2451,0.695,1323,8418500,7.182228161015534e-05,Very High,Low,0,-0.2748000323860429,1.6425357878667717,-0.5540288093154359,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,25-34 years,30,606700,4.94,20632090909,2451,0.695,1323,8418500,4.9447832536673806e-05,High,Low,0,-0.9093897978960802,-0.3141639883991012,-0.6414027085246217,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,15-24 years,26,618000,4.21,20632090909,2451,0.695,1323,8418500,4.207119741100324e-05,High,Low,0,-0.9547176382896544,-0.2767326231175634,-0.670209021111651,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,male,5-14 years,14,649200,2.16,20632090909,2451,0.695,1323,8418500,2.1565003080714724e-05,Medium,Low,1,-1.0907011594703766,-0.1733823048180963,-0.7502872456388487,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1990,female,5-14 years,2,615800,0.32,20632090909,2451,0.695,1323,8418500,3.2478077297823967e-06,Very Low,Low,0,-1.2266846806510987,-0.2840201455617566,-0.8218172652219541,-0.3857881632655294,-0.478959315851527,-0.7385218817308523,1001-3000
Bulgaria,1991,male,55-74 years,306,880600,34.75,10943548387,1298,0.695,1384,8431900,0.0003474903474903,Extreme,Low,1,1.8735126127133144,0.5827203267256267,0.4122170745565674,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,female,75+ years,74,250600,29.53,10943548387,1298,0.695,1384,8431900,0.0002952913008778,Extreme,Low,0,-0.4061460908679212,-1.480392898603713,0.2378108296236745,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,male,35-54 years,289,1180500,24.48,10943548387,1298,0.695,1384,8431900,0.0002448115205421,Extreme,Low,1,1.7064686559853792,1.5648277176403391,0.0691489573342589,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,female,55-74 years,188,999700,18.81,10943548387,1298,0.695,1384,8431900,0.000188056416925,Extreme,Low,0,0.7140310307194101,0.9727469697997924,-0.1204798796848695,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,male,25-34 years,111,608100,18.25,10943548387,1298,0.695,1384,8431900,0.0001825357671435,Extreme,Low,1,-0.0425798321071207,-0.3096580128017464,-0.1389253468047698,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,male,15-24 years,80,659600,12.13,10943548387,1298,0.695,1384,8431900,0.0001212856276531,Extreme,Low,1,-0.3471894002580617,-0.1410066935883162,-0.3435728935202776,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
Bulgaria,1991,female,35-54 years,69,1202100,5.74,10943548387,1298,0.695,1384,8431900,5.739955078612428e-05,High,Low,0,-0.4552766663761375,1.6355630282230595,-0.5570275731158089,-0.9597185012647031,-0.9432477090725097,-0.7385218817308523,1001-3000
