country,year,gender,age,suicides_no,population,suicides/100k pop,gdp_for_year,gdp_per_capita,hdi_for_year,total_suicides_year,total_population_year,suicides_to_population_ratio,suicides_to_population_ratio_discretize,gdp_category,gender_encoded,suicides_no_zscore,population_zscore,suicides_to_population_ratio_zscore,gdp_for_year_zscore,gdp_per_capita_zscore,hdi_for_year_zscore,total_suicides_year_category
Lithuania,1997,female,5-14 years,4,268373,1.49,10120274493,3008,0.701,1632,3364273,1.4904629005153276e-05,Low,Low,0,-0.7530531502094951,-0.1008780851240859,-1.012271095315863,-1.1868380214341392,-1.1567329147540375,-1.5063551871197784,1001-3000
Lithuania,1997,male,5-14 years,3,279223,1.07,10120274493,3008,0.701,1632,3364273,1.074410059343249e-05,Low,Low,1,-0.7587580983171428,-0.0095387200249808,-1.021500905098237,-1.1868380214341392,-1.1567329147540375,-1.5063551871197784,1001-3000
Lithuania,1998,male,35-54 years,557,442825,125.78,11240360898,3354,0.701,1553,3350973,0.0012578332298311,Extreme,Low,1,2.6492601319836973,1.3768913319884528,1.7296369128153213,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,male,55-74 years,345,278617,123.83,11240360898,3354,0.701,1553,3350973,0.0012382589719938,Extreme,Low,1,1.3357310390648651,-0.0053092603503954,1.6865557044764017,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,male,75+ years,47,49012,95.89,11240360898,3354,0.701,1553,3350973,0.0009589488288582,Extreme,Low,1,-0.5106447613587753,-1.9379810364146628,1.0718188103567927,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,male,25-34 years,222,265304,83.68,11240360898,3354,0.701,1553,3350973,0.0008367759249766,Extreme,Low,1,0.5736363294940339,-0.1173697962914402,0.802927066453004,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,male,15-24 years,112,250687,44.68,11240360898,3354,0.701,1553,3350973,0.0004467722698025,Extreme,Low,1,-0.1079117847563033,-0.2404065914428149,-0.0554364465420363,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,75+ years,40,117165,34.14,11240360898,3354,0.701,1553,3350973,0.0003413988819186,Extreme,Low,0,-0.5540160049928876,-1.364311562517718,-0.2873539432122575,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,35-54 years,107,486222,22.01,11240360898,3354,0.701,1553,3350973,0.0002200640859525,Extreme,Low,0,-0.138891244494955,1.7421802284230297,-0.5544010858025115,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,55-74 years,80,412652,19.39,11240360898,3354,0.701,1553,3350973,0.0001938679565348,Extreme,Low,0,-0.3061803270836741,1.1229138249690622,-0.6120564471703732,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,15-24 years,22,244923,8.98,11240360898,3354,0.701,1553,3350973,8.982414881411709e-05,Extreme,Low,0,-0.6655420600520338,-0.2889243507130157,-0.841047655626198,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,25-34 years,18,261722,6.88,11240360898,3354,0.701,1553,3350973,6.877526535789884e-05,Very High,Low,0,-0.6903256278429551,-0.1475208396130674,-0.8873743843847712,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,male,5-14 years,2,276408,0.72,11240360898,3354,0.701,1553,3350973,7.235680588116118e-06,Very Low,Low,1,-0.7894598990066405,-0.0239032454697349,-1.022817561571575,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1998,female,5-14 years,1,265436,0.38,11240360898,3354,0.701,1553,3350973,3.767386488645097e-06,Very Low,Low,0,-0.7956557909543709,-0.1162587025676951,-1.0304509697917954,-1.1112646668124415,-1.0929263906356914,-1.5063551871197784,1001-3000
Lithuania,1999,male,35-54 years,592,446764,132.51,10972878636,3292,0.701,1550,3333452,0.0013250843845967,Extreme,Low,1,2.8387397790230184,1.420359637798672,1.955127975851916,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,male,55-74 years,284,277228,102.44,10972878636,3292,0.701,1550,3333452,0.001024427547001,Extreme,Low,1,0.9496540348262096,-0.0047043744427011,1.2693344452838198,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,male,75+ years,48,50173,95.67,10972878636,3292,0.701,1550,3333452,0.0009566898531082,Extreme,Low,1,-0.4978272496882282,-1.9132542358259168,1.114825828021797,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,male,25-34 years,224,257244,87.08,10972878636,3292,0.701,1550,3333452,0.0008707686087916,Extreme,Low,1,0.581650318424234,-0.1726833241680196,0.9188408174632752,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,male,15-24 years,129,251394,51.31,10972878636,3292,0.701,1550,3333452,0.0005131387383947,Extreme,Low,1,-0.0010222325455609,-0.2218565055077471,0.1030926927327557,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,75+ years,37,121573,30.43,10972878636,3292,0.701,1550,3333452,0.0003043438921471,Extreme,Low,0,-0.5652945976952571,-1.313089253320526,-0.3731650764822432,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,55-74 years,84,409039,20.54,10972878636,3292,0.701,1550,3333452,0.0002053593911583,Extreme,Low,0,-0.2770250198470428,1.103255660697609,-0.5989471706048257,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,35-54 years,97,489403,19.82,10972878636,3292,0.701,1550,3333452,0.0001982006648917,Extreme,Low,0,-0.1972908812932813,1.7787690872251058,-0.6152761129299091,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,15-24 years,24,244706,9.81,10972878636,3292,0.701,1550,3333452,9.807687592457888e-05,Extreme,Low,0,-0.6450287362490186,-0.2780736400034902,-0.8436569050606084,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,25-34 years,22,256587,8.57,10972878636,3292,0.701,1550,3333452,8.574089879845823e-05,Extreme,Low,0,-0.6572955267957511,-0.1782058506877121,-0.8717950753878896,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,male,5-14 years,8,270111,2.96,10972878636,3292,0.701,1550,3333452,2.9617453565386083e-05,Medium,Low,1,-0.7431630606228787,-0.0645275422366909,-0.999811773633718,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,1999,female,5-14 years,1,259230,0.39,10972878636,3292,0.701,1550,3333452,3.8575782123982566e-06,Very Low,Low,0,-0.7860968275364425,-0.1559896595285839,-1.0585696452543707,-1.129311963655706,-1.104359929639557,-1.5063551871197784,1001-3000
Lithuania,2000,male,35-54 years,595,451103,131.9,11539211480,3481,0.754,1631,3315125,0.0013189892330576,Extreme,Low,1,2.757191298250333,1.45989448335155,1.9236656272981525,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,male,55-74 years,324,276055,117.37,11539211480,3481,0.754,1631,3315125,0.0011736791581387,Extreme,Low,1,1.129602606671084,-0.0017151808943673,1.59187444633969,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,male,25-34 years,221,249865,88.45,11539211480,3481,0.754,1631,3315125,0.0008844776179136,Extreme,Low,1,0.5109987866243584,-0.220395526323053,0.931531241507912,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,male,75+ years,40,50557,79.12,11539211480,3481,0.754,1631,3315125,0.0007911861858891,Extreme,Low,1,-0.5760622952053246,-1.8845704895418576,0.7185159057028034,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,male,15-24 years,131,252489,51.88,11539211480,3481,0.754,1631,3315125,0.0005188344838785,Extreme,Low,1,-0.0295288231252077,-0.1984857429551694,0.0966464799484099,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,75+ years,36,124608,28.89,11539211480,3481,0.754,1631,3315125,0.0002889060092449,Extreme,Low,0,-0.6000857445275275,-1.2662620413043777,-0.4283566223983322,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,55-74 years,101,405061,24.93,11539211480,3481,0.754,1631,3315125,0.0002493451603585,Extreme,Low,0,-0.2097046930417297,1.0754546030832208,-0.5186871846739606,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,35-54 years,121,493992,24.49,11539211480,3481,0.754,1631,3315125,0.0002449432379471,Extreme,Low,0,-0.089587446430715,1.8180075545654069,-0.5287382360974843,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,25-34 years,31,252324,12.29,11539211480,3481,0.754,1631,3315125,0.0001228579128422,Extreme,Low,0,-0.6301150561802812,-0.1998634541806652,-0.8074995967041741,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,15-24 years,25,245035,10.2,11539211480,3481,0.754,1631,3315125,0.0001020262411492,Extreme,Low,0,-0.6661502301635855,-0.2607248912875644,-0.8550652245948555,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,male,5-14 years,6,262637,2.28,11539211480,3481,0.754,1631,3315125,2.28452198281278e-05,Medium,Low,1,-0.7802616144440495,-0.1137523277046806,-1.035861804517331,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2000,female,5-14 years,0,251399,0.0,11539211480,3481,0.754,1631,3315125,0.0,,Low,0,-0.816296788427354,-0.2075869868084442,-1.088025031810831,-1.0911009179163136,-1.0695060768697089,-0.4840067937500181,1001-3000
Lithuania,2001,male,35-54 years,559,453841,123.17,12252498921,3719,0.754,1533,3294138,0.001231708902457,Extreme,Low,1,2.743412339281144,1.492822295183822,1.6836756287688637,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,male,55-74 years,322,276422,116.49,12252498921,3719,0.754,1533,3294138,0.0011648855735071,Extreme,Low,1,1.2357283406501152,0.0159038919695236,1.535158748967687,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,male,75+ years,57,51713,110.22,12252498921,3719,0.754,1533,3294138,0.0011022373484423,Extreme,Low,1,-0.4500786620385876,-1.854678500377868,1.395921164460609,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,male,25-34 years,190,243174,78.13,12252498921,3719,0.754,1533,3294138,0.0007813335307228,Extreme,Low,1,0.3960056072353651,-0.2608679479690905,0.6827026751555056,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,male,15-24 years,119,253439,46.95,12252498921,3719,0.754,1533,3294138,0.0004695409940853,Extreme,Low,1,-0.0556634387680232,-0.1754173062171092,-0.0102657149917925,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,75+ years,40,128791,31.06,12252498921,3719,0.754,1533,3294138,0.0003105807082793,Extreme,Low,0,-0.5582247716450327,-1.2130453230803304,-0.3635597820669365,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,35-54 years,113,496684,22.75,12252498921,3719,0.754,1533,3294138,0.0002275088386177,Extreme,Low,0,-0.0938326539232391,1.8494673847678589,-0.5481895375022099,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,55-74 years,87,402028,21.64,12252498921,3719,0.754,1533,3294138,0.0002164028376133,Extreme,Low,0,-0.259232586262508,1.061506747098541,-0.5728729623204925,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,25-34 years,19,247712,7.67,12252498921,3719,0.754,1533,3294138,7.670197648882574e-05,Very High,Low,0,-0.6918170246882884,-0.2230915220294421,-0.8833623726176048,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,15-24 years,18,245848,7.32,12252498921,3719,0.754,1533,3294138,7.321597084377338e-05,Very High,Low,0,-0.6981785605474911,-0.2386083263378389,-0.8911101261268715,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,male,5-14 years,8,252622,3.17,12252498921,3719,0.754,1533,3294138,3.166786740663917e-05,Medium,Low,1,-0.7617939191395176,-0.1822183948007788,-0.9834520489419716,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2001,female,5-14 years,1,241864,0.41,12252498921,3719,0.754,1533,3294138,4.134554956504482e-06,Very Low,Low,0,-0.8063246701539362,-0.2717729982072878,-1.0446456727847868,-1.0429746979342969,-1.0256160400484189,-0.4840067937500181,1001-3000
Lithuania,2002,male,35-54 years,613,456468,134.29,14278357284,4360,0.754,1551,3274488,0.0013429199856287,Extreme,Low,1,2.8741727098131684,1.52916730490451,1.9998007397500024,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,male,55-74 years,285,275961,103.28,14278357284,4360,0.754,1551,3274488,0.0010327546283714,Extreme,Low,1,0.925379637319692,0.0257118395494418,1.2948775371589696,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,male,75+ years,47,54325,86.52,14278357284,4360,0.754,1551,3274488,0.0008651633686148,Extreme,Low,1,-0.4886836286969159,-1.820309951956904,0.913987264310461,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,male,25-34 years,204,237814,85.78,14278357284,4360,0.754,1551,3274488,0.0008578132490097,Extreme,Low,1,0.4441228114905102,-0.2920171994180208,0.8972824011456297,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,male,15-24 years,156,255044,61.17,14278357284,4360,0.754,1551,3274488,0.0006116591646931,Extreme,Low,1,0.1589335813695137,-0.1485073207536597,0.3378397638965698,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,75+ years,39,135785,28.72,14278357284,4360,0.754,1551,3274488,0.0002872187649593,Extreme,Low,0,-0.5362151670504154,-1.1418238976331163,-0.3995268061570314,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,55-74 years,85,399066,21.3,14278357284,4360,0.754,1551,3274488,0.0002129973488094,Extreme,Low,0,-0.2629088215177937,1.0510620202213032,-0.5682123061621998,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,35-54 years,74,498421,14.85,14278357284,4360,0.754,1551,3274488,0.0001484688646746,Extreme,Low,0,-0.3282646867538554,1.878596784858424,-0.7148683547192707,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,25-34 years,28,242244,11.56,14278357284,4360,0.754,1551,3274488,0.000115585938145,Extreme,Low,0,-0.6015710322864771,-0.2551194186586987,-0.789602483910179,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,15-24 years,15,247514,6.06,14278357284,4360,0.754,1551,3274488,6.06026325783592e-05,Very High,Low,0,-0.6788097821109137,-0.2112252189743585,-0.9145648852299528,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,male,5-14 years,4,240849,1.66,14278357284,4360,0.754,1551,3274488,1.6607916163239208e-05,Low,Low,1,-0.7441656473469753,-0.2667384715163182,-1.0145531517039024,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2002,female,5-14 years,1,230997,0.43,14278357284,4360,0.754,1551,3274488,4.329060550569921e-06,Very Low,Low,0,-0.7619899742295376,-0.3487964706226029,-1.042459718379095,-0.906287999660934,-0.9074079997020028,-0.4840067937500181,1001-3000
Lithuania,2003,male,35-54 years,529,458658,115.34,18802576988,5778,0.754,1455,3254127,0.0011533648164863,Extreme,Medium,1,2.740807467376709,1.5631393850238555,1.6979429108735034,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,male,55-74 years,288,274066,105.08,18802576988,5778,0.754,1455,3254127,0.0010508417680412,Extreme,Medium,1,1.12085749892107,0.024085240209929,1.453199308750282,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,male,75+ years,53,57169,92.71,18802576988,5778,0.754,1455,3254127,0.0009270758627927,Extreme,Medium,1,-0.4587617649257153,-1.784315052585567,1.1577446385082086,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,male,25-34 years,205,233362,87.85,18802576988,5778,0.754,1455,3254127,0.0008784635030553,Extreme,Medium,1,0.5629494184985884,-0.3152884049670345,1.041696937915184,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,male,15-24 years,122,255707,47.71,18802576988,5778,0.754,1455,3254127,0.000477108565663,Extreme,Medium,1,0.0050413380761067,-0.1289847468135544,0.0835801573755189,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,75+ years,36,143383,25.11,18802576988,5778,0.754,1455,3254127,0.0002510757900169,Extreme,Medium,0,-0.5730320946508018,-1.0654972596097727,-0.4560065653033301,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,35-54 years,111,499080,22.24,18802576988,5778,0.754,1455,3254127,0.0002224092329886,Extreme,Medium,0,-0.0688982870401257,1.9001618271755665,-0.524439532660264,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,55-74 years,72,396850,18.14,18802576988,5778,0.754,1455,3254127,0.0001814287514174,Extreme,Medium,0,-0.3310478669976773,1.047809042524402,-0.6222683704542412,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,25-34 years,24,237053,10.12,18802576988,5778,0.754,1455,3254127,0.0001012431819044,Extreme,Medium,0,-0.6536935038685101,-0.2845143256542355,-0.8136878163110671,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,15-24 years,11,247710,4.44,18802576988,5778,0.754,1455,3254127,4.44067659763433e-05,High,Medium,0,-0.741076697187694,-0.1956605290580557,-0.949368030438284,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,female,5-14 years,2,220424,0.91,18802576988,5778,0.754,1455,3254127,9.073422131891263e-06,Very Low,Medium,0,-0.8015727541009751,-0.4231602657497477,-1.0337159890554162,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2003,male,5-14 years,2,230665,0.87,18802576988,5778,0.754,1455,3254127,8.670582879934103e-06,Very Low,Medium,1,-0.8015727541009751,-0.3377749104957853,-1.0346776492000949,-0.6010343526649563,-0.645911897968434,-0.4840067937500181,1001-3000
Lithuania,2004,male,35-54 years,491,457735,107.27,22649930576,7028,0.754,1380,3222969,0.0010726730531857,Extreme,Medium,1,2.738695118538236,1.585822878047349,1.7092296497314088,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,male,55-74 years,271,272871,99.31,22649930576,7028,0.754,1380,3222969,0.000993143280158,Extreme,Medium,1,1.1362671236488426,0.0359684046355957,1.5011238474173032,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,male,25-34 years,193,227897,84.69,22649930576,7028,0.754,1380,3222969,0.0008468738070268,Extreme,Medium,1,0.5681335618244213,-0.3410825900806291,1.118380066048433,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,male,75+ years,48,60017,79.98,22649930576,7028,0.754,1380,3222969,0.0007997733975373,Extreme,Medium,1,-0.4880121620799517,-1.748547369574555,0.995132279301684,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,male,15-24 years,115,254022,45.27,22649930576,7028,0.754,1380,3222969,0.0004527166938296,Extreme,Medium,1,0.0,-0.1220569922471836,0.0869879325496306,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,75+ years,41,150000,27.33,22649930576,7028,0.754,1380,3222969,0.0002733333333333,Extreme,Medium,0,-0.5389985073718869,-0.9941519487191706,-0.3824050599951958,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,35-54 years,98,496461,19.74,22649930576,7028,0.754,1380,3222969,0.0001973971772203,Extreme,Medium,0,-0.1238239814232713,1.9104921718922487,-0.5811074338475766,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,55-74 years,73,395331,18.47,22649930576,7028,0.754,1380,3222969,0.0001846553900402,Extreme,Medium,0,-0.3059180717516115,1.062643034709614,-0.6144489076514403,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,25-34 years,24,231241,10.38,22649930576,7028,0.754,1380,3222969,0.0001037878230936,Extreme,Medium,0,-0.6628224887951583,-0.313047313557948,-0.8260553194382605,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,15-24 years,19,245226,7.75,22649930576,7028,0.754,1380,3222969,7.747954947680915e-05,Very High,Medium,0,-0.6992413068608263,-0.1958005007081592,-0.8948962601336952,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,male,5-14 years,6,221380,2.71,22649930576,7028,0.754,1380,3222969,2.7102719306170385e-05,Medium,Medium,1,-0.7939302338315631,-0.3957195210310812,-1.0267174669797243,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2004,female,5-14 years,1,210788,0.47,22649930576,7028,0.754,1380,3222969,4.74410307987172e-06,Very Low,Medium,0,-0.8303490518972312,-0.4845202533660804,-1.0852233270025673,-0.3414495422761679,-0.4153969986969522,-0.4840067937500181,1001-3000
Lithuania,2005,male,55-74 years,289,271641,106.39,26125575942,8229,0.806,1319,3174728,0.0010639041970836,Extreme,Medium,1,1.3320824835625789,0.0598009669598183,1.6930585822157065,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,male,35-54 years,469,453800,103.35,26125575942,8229,0.806,1319,3174728,0.0010334949316879,Extreme,Medium,1,2.670983444239717,1.598328014711841,1.6149437550535877,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,male,75+ years,52,62849,82.74,26125575942,8229,0.806,1319,3174728,0.0008273799105793,Extreme,Medium,1,-0.4308037813289867,-1.7036701728369543,1.085478835730298,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,male,25-34 years,172,221170,77.77,26125575942,8229,0.806,1319,3174728,0.0007776823258127,Extreme,Medium,1,0.4617968591224389,-0.3664804609525678,0.9578164869723872,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,male,15-24 years,100,249053,40.15,26125575942,8229,0.806,1319,3174728,0.0004015209614017,Extreme,Medium,1,-0.0737635251484164,-0.1309787856443499,-0.0084607178096504,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,75+ years,34,154994,21.94,26125575942,8229,0.806,1319,3174728,0.0002193633301934,Extreme,Medium,0,-0.5646938773967005,-0.9254073649871633,-0.4763842829777009,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,55-74 years,86,393282,21.87,26125575942,8229,0.806,1319,3174728,0.0002186726064249,Extreme,Medium,0,-0.1779002665344161,1.087188955561006,-0.4781586029782352,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,35-54 years,84,492082,17.07,26125575942,8229,0.806,1319,3174728,0.0001707032567742,Extreme,Medium,0,-0.1927769438752732,1.9216603367055,-0.6013814894335439,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,25-34 years,19,223982,8.48,26125575942,8229,0.806,1319,3174728,8.482824512684055e-05,Extreme,Medium,0,-0.6762689574531288,-0.3427301216430706,-0.8219758249128546,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,15-24 years,11,240386,4.58,26125575942,8229,0.806,1319,3174728,4.57597364239182e-05,High,Medium,0,-0.7357756668165572,-0.2041808449599302,-0.9223343756735732,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,male,5-14 years,2,211022,0.95,26125575942,8229,0.806,1319,3174728,9.477684791159215e-06,Very Low,Medium,1,-0.8027207148504141,-0.4521911449187046,-1.0155351207590106,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2005,female,5-14 years,1,200467,0.5,26125575942,8229,0.806,1319,3174728,4.988352197618561e-06,Very Low,Medium,0,-0.8101590535208426,-0.5413393779954266,-1.0270672454274112,-0.1069442589235162,-0.1939182834769125,0.5190520072920108,1001-3000
Lithuania,2006,male,55-74 years,238,269578,88.29,30216060233,9667,0.806,1049,3125767,0.0008828613610902,Extreme,Medium,1,1.4447426551443805,0.0771543741606182,1.7542274655600123,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,male,35-54 years,366,450132,81.31,30216060233,9667,0.806,1049,3125767,0.0008130948255178,Extreme,Medium,1,2.6728138882942245,1.608416641529152,1.531328423810284,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,male,75+ years,51,65428,77.95,30216060233,9667,0.806,1049,3125767,0.0007794827902427,Extreme,Medium,1,-0.34939266203547,-1.6542234512173082,1.4239403989842128,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,male,25-34 years,96,214726,44.71,30216060233,9667,0.806,1049,3125767,0.0004470813967567,Extreme,Medium,1,0.082351130868772,-0.3880405142921371,0.361941956945835,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,male,15-24 years,97,244528,39.67,30216060233,9667,0.806,1049,3125767,0.000396682588497,Extreme,Medium,1,0.0919454373777552,-0.1352924273368936,0.2009214049828161,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,female,75+ years,37,159540,23.19,30216060233,9667,0.806,1049,3125767,0.0002319167606869,Extreme,Medium,0,-0.4837129531612342,-0.8560680267648594,-0.3254935134397794,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,female,55-74 years,59,390589,15.11,30216060233,9667,0.806,1049,3125767,0.0001510539211293,Extreme,Medium,0,-0.2726382099636047,1.1034378031432694,-0.5838444449095881,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,female,35-54 years,70,488597,14.33,30216060233,9667,0.806,1049,3125767,0.000143267355305,Extreme,Medium,0,-0.16710083836479,1.934634853888505,-0.6087219602759133,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
Lithuania,2006,female,25-34 years,19,217069,8.75,30216060233,9667,0.806,1049,3125767,8.752977163943262e-05,Extreme,Medium,0,-0.6564104703229311,-0.3681697416011723,-0.7867995140281342,0.1690448241671103,0.0712660566450001,0.5190520072920108,1001-3000
